ID,source_id,augmentation,source_dice,dataset,diagnosis,diagnosis_id
0014069_vflip,0014069,vflip,0.6530218602657523,isic2017,unknown,0
0014069_rot90,0014069,rot90,0.6530218602657523,isic2017,unknown,0
0014069_rot270,0014069,rot270,0.6530218602657523,isic2017,unknown,0
0014069_shiftR10blur,0014069,shiftR10blur,0.6530218602657523,isic2017,unknown,0
0014074_hflip,0014074,hflip,0.6517857142857143,isic2017,unknown,0
0014074_vflip,0014074,vflip,0.6517857142857143,isic2017,unknown,0
0014074_rot90,0014074,rot90,0.6517857142857143,isic2017,unknown,0
0014074_rot270,0014074,rot270,0.6517857142857143,isic2017,unknown,0
0014074_shiftR10blur,0014074,shiftR10blur,0.6517857142857143,isic2017,unknown,0
0014080_hflip,0014080,hflip,0.551553852703278,isic2017,unknown,0
0014080_vflip,0014080,vflip,0.551553852703278,isic2017,unknown,0
0014080_rot90,0014080,rot90,0.551553852703278,isic2017,unknown,0
0014080_rot270,0014080,rot270,0.551553852703278,isic2017,unknown,0
0014080_shiftR10blur,0014080,shiftR10blur,0.551553852703278,isic2017,unknown,0
0014114_hflip,0014114,hflip,0.6644308216730351,isic2017,unknown,0
0014114_vflip,0014114,vflip,0.6644308216730351,isic2017,unknown,0
0014114_rot90,0014114,rot90,0.6644308216730351,isic2017,unknown,0
0014114_rot270,0014114,rot270,0.6644308216730351,isic2017,unknown,0
0014114_shiftR10blur,0014114,shiftR10blur,0.6644308216730351,isic2017,unknown,0
0014183_hflip,0014183,hflip,0.6851393837769859,isic2017,unknown,0
0014183_vflip,0014183,vflip,0.6851393837769859,isic2017,unknown,0
0014183_rot90,0014183,rot90,0.6851393837769859,isic2017,unknown,0
0014183_rot270,0014183,rot270,0.6851393837769859,isic2017,unknown,0
0014183_shiftR10blur,0014183,shiftR10blur,0.6851393837769859,isic2017,unknown,0
0014187_hflip,0014187,hflip,0.5377456049638056,isic2017,unknown,0
0014187_vflip,0014187,vflip,0.5377456049638056,isic2017,unknown,0
0014187_rot90,0014187,rot90,0.5377456049638056,isic2017,unknown,0
0014187_rot270,0014187,rot270,0.5377456049638056,isic2017,unknown,0
0014187_shiftR10blur,0014187,shiftR10blur,0.5377456049638056,isic2017,unknown,0
0014248_hflip,0014248,hflip,0.4847788627225732,isic2017,unknown,0
0014248_vflip,0014248,vflip,0.4847788627225732,isic2017,unknown,0
0014248_rot90,0014248,rot90,0.4847788627225732,isic2017,unknown,0
0014248_rot270,0014248,rot270,0.4847788627225732,isic2017,unknown,0
0014248_shiftR10blur,0014248,shiftR10blur,0.4847788627225732,isic2017,unknown,0
0014299_hflip,0014299,hflip,0.4717789022966134,isic2017,unknown,0
0014299_vflip,0014299,vflip,0.4717789022966134,isic2017,unknown,0
0014299_rot90,0014299,rot90,0.4717789022966134,isic2017,unknown,0
0014299_rot270,0014299,rot270,0.4717789022966134,isic2017,unknown,0
0014299_shiftR10blur,0014299,shiftR10blur,0.4717789022966134,isic2017,unknown,0
0014393_hflip,0014393,hflip,0.6447140381282496,isic2017,unknown,0
0014393_vflip,0014393,vflip,0.6447140381282496,isic2017,unknown,0
0014393_rot90,0014393,rot90,0.6447140381282496,isic2017,unknown,0
0014393_rot270,0014393,rot270,0.6447140381282496,isic2017,unknown,0
0014393_shiftR10blur,0014393,shiftR10blur,0.6447140381282496,isic2017,unknown,0
0014476_hflip,0014476,hflip,0.6981348637015782,isic2017,unknown,0
0014476_vflip,0014476,vflip,0.6981348637015782,isic2017,unknown,0
0014476_rot90,0014476,rot90,0.6981348637015782,isic2017,unknown,0
0014476_rot270,0014476,rot270,0.6981348637015782,isic2017,unknown,0
0014476_shiftR10blur,0014476,shiftR10blur,0.6981348637015782,isic2017,unknown,0
0014525_hflip,0014525,hflip,0.5657939476368582,isic2017,unknown,0
0014525_vflip,0014525,vflip,0.5657939476368582,isic2017,unknown,0
0014525_rot90,0014525,rot90,0.5657939476368582,isic2017,unknown,0
0014525_rot270,0014525,rot270,0.5657939476368582,isic2017,unknown,0
0014525_shiftR10blur,0014525,shiftR10blur,0.5657939476368582,isic2017,unknown,0
0014547_hflip,0014547,hflip,0.1599724185485261,isic2017,unknown,0
0014547_vflip,0014547,vflip,0.1599724185485261,isic2017,unknown,0
0014547_rot90,0014547,rot90,0.1599724185485261,isic2017,unknown,0
0014547_rot270,0014547,rot270,0.1599724185485261,isic2017,unknown,0
0014547_shiftR10blur,0014547,shiftR10blur,0.1599724185485261,isic2017,unknown,0
0014596_hflip,0014596,hflip,0.6912442396313364,isic2017,unknown,0
0014596_vflip,0014596,vflip,0.6912442396313364,isic2017,unknown,0
0014596_rot90,0014596,rot90,0.6912442396313364,isic2017,unknown,0
0014596_rot270,0014596,rot270,0.6912442396313364,isic2017,unknown,0
0014596_shiftR10blur,0014596,shiftR10blur,0.6912442396313364,isic2017,unknown,0
0014612_hflip,0014612,hflip,0.6888522026240333,isic2017,unknown,0
0014612_vflip,0014612,vflip,0.6888522026240333,isic2017,unknown,0
0014612_rot90,0014612,rot90,0.6888522026240333,isic2017,unknown,0
0014612_rot270,0014612,rot270,0.6888522026240333,isic2017,unknown,0
0014612_shiftR10blur,0014612,shiftR10blur,0.6888522026240333,isic2017,unknown,0
0014613_hflip,0014613,hflip,0.6532624205474121,isic2017,unknown,0
0014613_vflip,0014613,vflip,0.6532624205474121,isic2017,unknown,0
0014613_rot90,0014613,rot90,0.6532624205474121,isic2017,unknown,0
0014613_rot270,0014613,rot270,0.6532624205474121,isic2017,unknown,0
0014613_shiftR10blur,0014613,shiftR10blur,0.6532624205474121,isic2017,unknown,0
0014632_hflip,0014632,hflip,0.5778611632270169,isic2017,unknown,0
0014632_vflip,0014632,vflip,0.5778611632270169,isic2017,unknown,0
0014632_rot90,0014632,rot90,0.5778611632270169,isic2017,unknown,0
0014632_rot270,0014632,rot270,0.5778611632270169,isic2017,unknown,0
0014632_shiftR10blur,0014632,shiftR10blur,0.5778611632270169,isic2017,unknown,0
0014641_hflip,0014641,hflip,0.6930091185410334,isic2017,unknown,0
0014641_vflip,0014641,vflip,0.6930091185410334,isic2017,unknown,0
0014641_rot90,0014641,rot90,0.6930091185410334,isic2017,unknown,0
0014641_rot270,0014641,rot270,0.6930091185410334,isic2017,unknown,0
0014641_shiftR10blur,0014641,shiftR10blur,0.6930091185410334,isic2017,unknown,0
0014684_hflip,0014684,hflip,0.602730087250211,isic2017,unknown,0
0014684_vflip,0014684,vflip,0.602730087250211,isic2017,unknown,0
0014684_rot90,0014684,rot90,0.602730087250211,isic2017,unknown,0
0014684_rot270,0014684,rot270,0.602730087250211,isic2017,unknown,0
0014684_shiftR10blur,0014684,shiftR10blur,0.602730087250211,isic2017,unknown,0
0014716_hflip,0014716,hflip,0.6839948202437689,isic2017,unknown,0
0014716_vflip,0014716,vflip,0.6839948202437689,isic2017,unknown,0
0014716_rot90,0014716,rot90,0.6839948202437689,isic2017,unknown,0
0014716_rot270,0014716,rot270,0.6839948202437689,isic2017,unknown,0
0014716_shiftR10blur,0014716,shiftR10blur,0.6839948202437689,isic2017,unknown,0
0015005_hflip,0015005,hflip,0.5042364400560411,isic2017,unknown,0
0015005_vflip,0015005,vflip,0.5042364400560411,isic2017,unknown,0
0015005_rot90,0015005,rot90,0.5042364400560411,isic2017,unknown,0
0015005_rot270,0015005,rot270,0.5042364400560411,isic2017,unknown,0
0015005_shiftR10blur,0015005,shiftR10blur,0.5042364400560411,isic2017,unknown,0
